GroupID,name,noriire,ido,keido,nouse
9930512,荒川遊園地前,2,139.757767,35.750744,2
9930513,荒川車庫前,2,139.752617,35.750909,2
9930514,梶原,2,139.747403,35.751162,2
9930515,栄町,2,139.742124,35.750909,2
9930517,飛鳥山,2,139.737382,35.750248,2
9930518,滝野川一丁目,2,139.735376,35.747374,2
9930519,西ヶ原四丁目,2,139.732779,35.744501,2
9930520,新庚申塚,2,139.730451,35.741348,2
9930521,庚申塚,2,139.729743,35.739563,3
9930522,巣鴨新田,2,139.727769,35.735488,2
9930524,向原,2,139.724894,35.728938,7
9930526,都電雑司ヶ谷,2,139.718006,35.724261,2
9930528,学習院下,2,139.71247,35.716248,2
9930529,面影橋,2,139.714444,35.712981,2
9930530,早稲田,3,139.718928,35.711848,5
9930903,浅草,2,139.792389,35.713817,10
9930906,青井,2,139.82038,35.771782,2
9930907,六町,1,139.821816,35.784963,1
9931103,竹芝,2,139.762037,35.654099,2
9931104,日の出,2,139.75906,35.649136,2
9931105,芝浦ふ頭,2,139.757852,35.641773,2
9931106,お台場海浜公園,2,139.778607,35.629813,2
9931107,台場,2,139.771435,35.625908,3
9931108,東京国際クルーズターミナル,2,139.773157,35.621462,2
9931109,テレコムセンター,2,139.779327,35.617593,2
9931110,青海,2,139.781132,35.62467,2
9931111,東京ビッグサイト,2,139.791228,35.630158,2
9931112,有明,2,139.793269,35.634596,3
9931113,有明テニスの森,2,139.78888,35.639964,2
9931114,市場前,2,139.78564,35.645684,2
9931115,新豊洲,2,139.789996,35.648718,2
9933402,松が谷,2,139.422201,35.63169,2
9933403,大塚・帝京大学,2,139.416461,35.636878,2
9933404,中央大学・明星大学,2,139.408672,35.64197,2
9933406,程久保,2,139.410698,35.655093,2
9933408,万願寺,2,139.420079,35.671249,2
9933409,甲州街道,2,139.409191,35.678262,2
9933410,柴崎体育館,2,139.409191,35.689475,2
9933411,立川南,2,139.412546,35.696077,2
9933412,立川北,2,139.41254,35.699502,2
9933413,高松,2,139.413242,35.710158,2
9933414,立飛,2,139.417387,35.714717,2
9933415,泉体育館,2,139.419525,35.718775,2
9933416,砂川七番,2,139.418097,35.723319,2
9933418,桜街道,2,139.416653,35.739,2
9933419,上北台,1,139.415822,35.745824,1
9933602,天王洲アイル,4,139.750734,35.621735,4
9933603,大井競馬場前,2,139.74708,35.595006,2
9933604,流通センター,2,139.748964,35.58186,2
9933605,昭和島,2,139.749918,35.570656,2
9933606,整備場,2,139.753366,35.555125,4
9933608,新整備場,2,139.786777,35.542773,2
9933702,東雲,2,139.804395,35.640987,2
9933703,国際展示場,2,139.791617,35.63441,2
9933704,東京テレポート,2,139.778896,35.62753,2
9933706,品川シーサイド,2,139.749549,35.608524,2
9934002,新柴又,1,139.879376,35.75101,1
9934203,赤土小学校前,2,139.768989,35.742454,2
9934205,足立小台,2,139.770381,35.754658,2
9934206,扇大橋,2,139.770808,35.763897,2
9934207,高野,2,139.770679,35.768359,4
9934208,江北,2,139.770306,35.774021,2
9934209,西新井大師西,2,139.770094,35.781505,2
9934210,谷在家,2,139.770043,35.788774,2
9934211,舎人公園,2,139.770183,35.79623,2
9934212,舎人,2,139.770108,35.8057,3
